0.25	-0.25
0.3	-0.25
0.35	-0.25
0.4	-0.25
0.45	-0.25
0.5	-0.25
0.25	-0.225
0.3	-0.225
0.35	-0.225
0.4	-0.225
0.45	-0.225
0.5	-0.225
0.25	-0.2
0.3	-0.2
0.35	-0.2
0.4	-0.2
0.45	-0.2
0.5	-0.2
0.25	-0.175
0.3	-0.175
0.35	-0.175
0.4	-0.175
0.45	-0.175
0.5	-0.175
0.25	-0.15
0.3	-0.15
0.35	-0.15
0.4	-0.15
0.45	-0.15
0.5	-0.15
0.25	-0.125
0.3	-0.125
0.35	-0.125
0.4	-0.125
0.45	-0.125
0.5	-0.125
0.25	-0.1
0.3	-0.1
0.35	-0.1
0.4	-0.1
0.45	-0.1
0.5	-0.1
0.25	-0.075
0.3	-0.075
0.35	-0.075
0.4	-0.075
0.45	-0.075
0.5	-0.075
0.25	-0.05
0.3	-0.05
0.35	-0.05
0.4	-0.05
0.45	-0.05
0.5	-0.05
0.25	-0.025
0.3	-0.025
0.35	-0.025
0.4	-0.025
0.45	-0.025
0.5	-0.025
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.25	0.025
0.3	0.025
0.35	0.025
0.4	0.025
0.45	0.025
0.5	0.025
0.25	0.05
0.3	0.05
0.35	0.05
0.4	0.05
0.45	0.05
0.5	0.05
0.25	0.075
0.3	0.075
0.35	0.075
0.4	0.075
0.45	0.075
0.5	0.075
0.25	0.1
0.3	0.1
0.35	0.1
0.4	0.1
0.45	0.1
0.5	0.1
