
-0.008726646	0.79944044	-0.586171941
0.091273354	0.740823245	-1.718801294
0.191273354	0.568943116	-2.043051541
0.291273354	0.364637962	-1.406422725
0.391273354	0.223995689	-0.108331325
0.491273354	0.213162557	1.240709989
0.591273354	0.337233556	2.00622601
0.691273354	0.537856157	1.828182589
0.791273354	0.720674416	0.790316331
0.891273354	0.799706049	-0.619248047
0.991273354	0.737781244	-3.177812441
1.091273354	0.42	-3.287557181
1.191273354	0.091244282	-2.983627459
1.291273354	-0.207118464	-2.798614704
1.391273354	-0.486979934	-2.363610032
1.491273354	-0.723340938	-1.717471115
1.591273354	-0.895088049	-0.917915619
1.691273354	-0.986879611	-0.036365454
1.791273354	-0.990516156	0.848433128
1.891273354	-0.905672844	1.657443706
1.991273354	-0.739928473	2.318399774
2.091273354	-0.508088496	2.772260095
2.191273354	-0.230862486	2.978482678
2.291273354	0.066985782	2.918646274
2.391273354	0.358850409	2.598095891
2.491273354	0.618659998	2.04546534
2.591273354	0.823206532	1.511971714
2.641273354	0.898805118	0.340292351
		
		
		
		
		
		
		
		
		

