0.405207143	0.576966358
0.415706907	0.599981929
0.429194314	0.645930931
0.45320729	0.680544642
0.468197122	0.726510072
0.489196649	0.772541214
0.508702353	0.80710564
0.526688431	0.864554214
0.54468311	0.9105525
0.561158162	0.979434933
0.577659019	1.013966503
0.59264885	1.059931933
0.606127656	1.117331223
0.621134691	1.140396078
0.633128277	1.174878365
0.645130464	1.197910364
0.654119202	1.232359794
0.661614117	1.255342509
0.676612551	1.289857652
0.685584085	1.347207658
0.699071493	1.39315666
0.712567502	1.427655374
0.723058664	1.462121233
0.7320388	1.508020951
0.742529962	1.54248681
0.754523547	1.576969096
0.766499929	1.634351958
0.77698249	1.680268104
0.78746505	1.726184251
0.79794761	1.772100397
0.811435017	1.818049399
0.821917577	1.863965545
0.839903655	1.921414119
0.853382461	1.978813409
0.866852665	2.047662986
0.883336319	2.105095132
0.898308947	2.173961137
0.910276727	2.242794286
0.926777584	2.277325857
0.93877117	2.311808143
0.947759908	2.346257574
0.95973629	2.403640436
0.973206494	2.472490013
0.9866853	2.529889303
0.998661683	2.587272165
1.010646666	2.633204739
1.021137828	2.667670598
1.036119058	2.725086315
1.051108889	2.771051745
1.066090119	2.828467463
1.079560324	2.89731704
1.090034282	2.954683474
1.111025207	3.012164904
1.127526064	3.046696474
1.140996268	3.115546052
1.15747132	3.184428485
1.169464906	3.218910772
1.184446136	3.276326489
1.199418764	3.345192495
1.214391392	3.4140585
1.227870198	3.47145779
1.239837979	3.540290939
1.253316785	3.597690229
1.266795591	3.655089519
1.283270643	3.723971952
1.298260474	3.769937382
1.313250306	3.815902812
1.32222184	3.873252818
1.341710341	3.93071782
1.358193995	3.988149965
1.374677649	4.045582111
1.389658879	4.102997829
1.406142532	4.160429974
1.418127516	4.206362549
1.433117347	4.252327979
1.449583798	4.3326607
1.470583325	4.378691842
1.494579097	4.436206127
1.508066505	4.482155129
1.526069786	4.516703128
1.55007416	4.562767125
1.568068839	4.608765411
1.583041467	4.677631417
1.599533723	4.723613275
1.614514952	4.781028993
1.628019563	4.804077419
1.643026598	4.827142274
1.665528549	4.873189844
1.68353183	4.907737843
1.701517907	4.965186416
1.71503112	4.976784556
1.734536824	5.011348982
1.749569664	5.000062974
1.776587488	5.03470954
1.797604218	5.057840107
1.823119618	5.092470245
1.83964628	5.092650952
1.853159492	5.104249092
1.868166527	5.127313947
1.886187011	5.13896137
1.907263953	5.081939923
1.935844412	5.036450904
1.959891795	5.025263463
1.98691822	5.048459742
2.00798656	5.002888583
2.027552476	4.957300996
2.048620816	4.911729837
2.071165775	4.900525968
2.093762344	4.820620375
2.114787676	4.832300654
2.131348744	4.786680211
2.149412237	4.741076196
