1.050000825	0.0469	0.0683	0.0301
1.220000959	0.0483	0.0635	0.0302
1.400001101	0.0482	0.0587	0.0295
1.570001234	0.0467	0.054	0.028
1.750001376	0.044	0.0492	0.026
1.920001509	0.0402	0.0444	0.0235
2.090001643	0.0354	0.0397	0.0206
2.270001785	0.0299	0.0349	0.0175
2.440001918	0.0231	0.0301	0.0164
2.62000206	0.02	0.0254	0.0164
2.790002193	0.02	0.0215	0.0164
